#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                      ---- DRAMA ( SESAM 2.3.0 ) ----
#                                      ESA 2018 
#
#                              trajectory history file
#-------------------------------------------------------------------------------
# Filename      : PySara.ADCS.e47378b3-1487-48d7-99ad-2143d6155f1d_Trajectory.txt
# RunID         : PySara
# ObjectID      : e47378b3-1487-48d7-99ad-2143d6155f1d
# ObjectName    : ADCS
# Content       : This file contains the trajectory state data of the object,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach  Flight Path [deg]  Heading [deg]  Density [kg/m^2]  DynPressure [Pa]   Load Factor [g]
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1432.300          83.314    -50.190    -69.777            7.290        11121.156      0.803      0.000      0.000    0.05841   26.23827           -1.22366      195.38747         1.081e-05         2.874e+02         9.724e-01 
  1433.300          83.157    -50.252    -69.804            7.280        11128.350      0.797      0.000      0.000    0.05695   26.18369           -1.23562      195.40149         1.109e-05         2.940e+02         9.881e-01 
  1434.300          83.000    -50.315    -69.831            7.271        11135.534      0.792      0.000      0.000    0.05551   26.12848           -1.24776      195.41555         1.138e-05         3.009e+02         1.004e+00 
  1435.300          82.841    -50.377    -69.858            7.261        11142.709      0.787      0.000      0.000    0.05409   26.07263           -1.26009      195.42963         1.168e-05         3.079e+02         1.021e+00 
  1436.300          82.680    -50.439    -69.885            7.251        11149.875      0.781      0.000      0.000    0.05271   26.01612           -1.27262      195.44374         1.198e-05         3.151e+02         1.038e+00 
  1437.300          82.519    -50.501    -69.911            7.241        11157.030      0.776      0.000      0.000    0.05135   25.95894           -1.28534      195.45788         1.230e-05         3.226e+02         1.055e+00 
  1438.300          82.355    -50.563    -69.938            7.231        11164.176      0.771      0.000      0.000    0.05001   25.90107           -1.29825      195.47205         1.263e-05         3.303e+02         1.073e+00 
  1439.300          82.191    -50.625    -69.965            7.220        11171.312      0.766      0.000      0.000    0.04870   25.84250           -1.31138      195.48625         1.297e-05         3.382e+02         1.092e+00 
  1440.300          82.025    -50.686    -69.992            7.210        11178.437      0.761      0.000      0.000    0.04742   25.78321           -1.32470      195.50048         1.332e-05         3.463e+02         1.111e+00 
  1441.300          81.858    -50.748    -70.019            7.199        11185.551      0.756      0.000      0.000    0.04616   25.72318           -1.33824      195.51473         1.368e-05         3.547e+02         1.131e+00 
  1442.300          81.689    -50.809    -70.046            7.188        11192.655      0.752      0.000      0.000    0.04493   25.66239           -1.35199      195.52901         1.406e-05         3.633e+02         1.151e+00 
  1443.300          81.518    -50.871    -70.073            7.177        11199.748      0.747      0.000      0.000    0.04372   25.60082           -1.36596      195.54332         1.445e-05         3.722e+02         1.172e+00 
  1444.300          81.346    -50.932    -70.100            7.166        11206.831      0.742      0.000      0.000    0.04253   25.53844           -1.38015      195.55765         1.485e-05         3.814e+02         1.193e+00 
  1445.300          81.173    -50.993    -70.127            7.154        11213.901      0.738      0.000      0.000    0.04137   25.47525           -1.39457      195.57200         1.527e-05         3.908e+02         1.215e+00 
  1446.300          80.998    -51.054    -70.154            7.142        11220.961      0.734      0.000      0.000    0.04023   25.41122           -1.40923      195.58638         1.570e-05         4.006e+02         1.238e+00 
  1447.300          80.822    -51.115    -70.181            7.130        11228.008      0.729      0.000      0.000    0.03912   25.34631           -1.42412      195.60078         1.615e-05         4.106e+02         1.262e+00 
  1448.300          80.644    -51.176    -70.208            7.118        11235.044      0.725      0.000      0.000    0.03803   25.28052           -1.43925      195.61521         1.661e-05         4.209e+02         1.286e+00 
  1449.300          80.464    -51.237    -70.235            7.105        11242.067      0.721      0.000      0.000    0.03696   25.21381           -1.45463      195.62966         1.709e-05         4.316e+02         1.311e+00 
  1450.300          80.283    -51.298    -70.262            7.092        11249.078      0.717      0.000      0.000    0.03592   25.14615           -1.47026      195.64412         1.759e-05         4.425e+02         1.337e+00 
  1451.300          80.100    -51.358    -70.289            7.079        11256.077      0.713      0.000      0.000    0.03489   25.07753           -1.48615      195.65861         1.810e-05         4.538e+02         1.364e+00 
  1452.300          79.916    -51.419    -70.316            7.066        11263.062      0.710      0.000      0.000    0.03389   25.00791           -1.50230      195.67312         1.864e-05         4.655e+02         1.392e+00 
  1453.300          79.730    -51.479    -70.343            7.053        11270.034      0.706      0.000      0.000    0.03291   24.93726           -1.51873      195.68764         1.919e-05         4.775e+02         1.421e+00 
  1454.300          79.542    -51.539    -70.370            7.039        11276.993      0.703      0.000      0.000    0.03196   24.86555           -1.53542      195.70219         1.977e-05         4.899e+02         1.451e+00 
  1455.300          79.353    -51.599    -70.398            7.025        11283.938      0.699      0.000      0.000    0.03102   24.79275           -1.55241      195.71674         2.036e-05         5.026e+02         1.482e+00 
  1456.300          79.161    -51.659    -70.425            7.010        11290.869      0.696      0.000      0.000    0.03011   24.71882           -1.56968      195.73132         2.098e-05         5.158e+02         1.513e+00 
  1457.300          78.969    -51.719    -70.452            6.995        11297.786      0.693      0.000      0.000    0.02921   24.64374           -1.58724      195.74591         2.162e-05         5.294e+02         1.546e+00 
  1458.300          78.774    -51.779    -70.479            6.980        11304.688      0.690      0.000      0.000    0.02834   24.56746           -1.60511      195.76051         2.229e-05         5.433e+02         1.580e+00 
  1459.300          78.577    -51.838    -70.506            6.965        11311.574      0.687      0.000      0.000    0.02748   24.48995           -1.62329      195.77512         2.298e-05         5.578e+02         1.616e+00 
  1460.300          78.379    -51.898    -70.533            6.949        11318.446      0.685      0.000      0.000    0.02665   24.41117           -1.64179      195.78974         2.370e-05         5.726e+02         1.652e+00 
  1461.300          78.179    -51.957    -70.560            6.933        11325.302      0.682      0.000      0.000    0.02583   24.33108           -1.66062      195.80438         2.445e-05         5.879e+02         1.690e+00 
  1462.300          77.977    -52.016    -70.587            6.916        11332.142      0.680      0.000      0.000    0.02504   24.24963           -1.67978      195.81902         2.523e-05         6.037e+02         1.730e+00 
  1463.300          77.774    -52.075    -70.615            6.899        11338.965      0.678      0.000      0.000    0.02426   24.16679           -1.69928      195.83367         2.603e-05         6.200e+02         1.770e+00 
  1464.300          77.568    -52.134    -70.642            6.882        11345.772      0.675      0.000      0.000    0.02350   24.08251           -1.71914      195.84832         2.687e-05         6.368e+02         1.812e+00 
  1465.300          77.361    -52.193    -70.669            6.864        11352.561      0.673      0.000      0.000    0.02276   23.99674           -1.73936      195.86298         2.775e-05         6.541e+02         1.856e+00 
  1466.300          77.152    -52.251    -70.696            6.846        11359.332      0.671      0.000      0.000    0.02204   23.90944           -1.75995      195.87763         2.865e-05         6.719e+02         1.901e+00 
  1467.300          76.940    -52.309    -70.723            6.827        11366.086      0.670      0.000      0.000    0.02134   23.82056           -1.78092      195.89229         2.960e-05         6.903e+02         1.948e+00 
  1468.300          76.727    -52.368    -70.750            6.808        11372.821      0.668      0.000      0.000    0.02066   23.73004           -1.80229      195.90695         3.058e-05         7.092e+02         1.997e+00 
  1469.300          76.512    -52.426    -70.777            6.789        11379.537      0.667      0.000      0.000    0.01999   23.63783           -1.82406      195.92160         3.160e-05         7.288e+02         2.047e+00 
  1470.300          76.295    -52.483    -70.804            6.769        11386.233      0.665      0.000      0.000    0.01934   23.54389           -1.84624      195.93625         3.267e-05         7.489e+02         2.099e+00 
  1471.300          76.076    -52.541    -70.831            6.748        11392.909      0.664      0.000      0.000    0.01870   23.44814           -1.86886      195.95090         3.377e-05         7.696e+02         2.153e+00 
  1472.300          75.855    -52.599    -70.858            6.727        11399.565      0.663      0.000      0.000    0.01808   23.35055           -1.89191      195.96553         3.493e-05         7.909e+02         2.209e+00 
  1473.300          75.632    -52.656    -70.885            6.705        11406.200      0.662      0.000      0.000    0.01748   23.25105           -1.91542      195.98015         3.613e-05         8.129e+02         2.266e+00 
  1474.300          75.407    -52.713    -70.912            6.683        11412.813      0.661      0.000      0.000    0.01690   23.14957           -1.93940      195.99476         3.738e-05         8.355e+02         2.326e+00 
