#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                      ---- DRAMA ( SESAM 2.3.0 ) ----
#                                      ESA 2018 
#
#                              trajectory history file
#-------------------------------------------------------------------------------
# Filename      : PySara.EPS.c6f93ddd-13e8-4599-b4e2-9b50c6ce708d_Trajectory.txt
# RunID         : PySara
# ObjectID      : c6f93ddd-13e8-4599-b4e2-9b50c6ce708d
# ObjectName    : EPS
# Content       : This file contains the trajectory state data of the object,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach  Flight Path [deg]  Heading [deg]  Density [kg/m^2]  DynPressure [Pa]   Load Factor [g]
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1469.300          74.021    -51.875    -70.520            5.135        11315.799      0.546      0.000      0.000    0.01385   17.69000           -3.20301      195.71680         4.599e-05         6.080e+02         5.479e+00 
  1470.300          73.733    -51.919    -70.540            5.081        11320.842      0.545      0.000      0.000    0.01327   17.48162           -3.26647      195.72557         4.801e-05         6.215e+02         5.598e+00 
  1471.300          73.442    -51.962    -70.560            5.026        11325.832      0.545      0.000      0.000    0.01271   17.26966           -3.33158      195.73418         5.014e-05         6.351e+02         5.717e+00 
  1472.300          73.149    -52.005    -70.579            4.970        11330.766      0.545      0.000      0.000    0.01217   17.05411           -3.39839      195.74266         5.237e-05         6.486e+02         5.837e+00 
  1473.300          72.853    -52.047    -70.598            4.913        11335.644      0.545      0.000      0.000    0.01165   16.83497           -3.46698      195.75097         5.471e-05         6.621e+02         5.958e+00 
  1474.300          72.554    -52.089    -70.617            4.854        11340.465      0.545      0.000      0.000    0.01114   16.61227           -3.53740      195.75913         5.717e-05         6.756e+02         6.078e+00 
  1475.300          72.254    -52.130    -70.636            4.794        11345.227      0.545      0.000      0.000    0.01066   16.38605           -3.60972      195.76713         5.976e-05         6.890e+02         6.198e+00 
  1476.300          71.951    -52.170    -70.655            4.733        11349.930      0.545      0.000      0.000    0.01020   16.15635           -3.68402      195.77496         6.248e-05         7.022e+02         6.317e+00 
  1477.300          71.645    -52.210    -70.673            4.671        11354.571      0.545      0.000      0.000    0.00976   15.91985           -3.76038      195.78261         6.530e-05         7.149e+02         6.432e+00 
  1478.300          71.338    -52.250    -70.692            4.608        11359.151      0.545      0.000      0.000    0.00934   15.67497           -3.83887      195.79009         6.822e-05         7.269e+02         6.540e+00 
  1479.300          71.028    -52.289    -70.710            4.544        11363.667      0.545      0.000      0.000    0.00894   15.42740           -3.91956      195.79739         7.128e-05         7.386e+02         6.645e+00 
  1480.300          70.717    -52.328    -70.727            4.479        11368.120      0.545      0.000      0.000    0.00855   15.17727           -4.00255      195.80450         7.449e-05         7.500e+02         6.747e+00 
  1481.300          70.403    -52.366    -70.745            4.413        11372.507      0.545      0.000      0.000    0.00818   14.92471           -4.08792      195.81142         7.785e-05         7.609e+02         6.845e+00 
  1482.300          70.088    -52.403    -70.762            4.346        11376.829      0.545      0.000      0.000    0.00783   14.66988           -4.17575      195.81815         8.137e-05         7.714e+02         6.940e+00 
  1483.300          69.770    -52.440    -70.779            4.278        11381.083      0.545      0.000      0.000    0.00749   14.41294           -4.26615      195.82468         8.505e-05         7.814e+02         7.030e+00 
  1484.300          69.451    -52.476    -70.796            4.209        11385.270      0.545      0.000      0.000    0.00717   14.15408           -4.35919      195.83100         8.891e-05         7.909e+02         7.115e+00 
  1485.300          69.130    -52.511    -70.813            4.140        11389.389      0.545      0.000      0.000    0.00685   13.89347           -4.45499      195.83712         9.295e-05         7.999e+02         7.196e+00 
  1486.300          68.808    -52.546    -70.829            4.070        11393.438      0.545      0.000      0.000    0.00656   13.63132           -4.55365      195.84303         9.718e-05         8.082e+02         7.271e+00 
  1487.300          68.484    -52.581    -70.845            3.999        11397.417      0.545      0.000      0.000    0.00627   13.36784           -4.65527      195.84872         1.016e-04         8.159e+02         7.340e+00 
  1488.300          68.159    -52.615    -70.861            3.927        11401.325      0.545      0.000      0.000    0.00600   13.10324           -4.75996      195.85419         1.062e-04         8.228e+02         7.403e+00 
  1489.300          67.833    -52.648    -70.876            3.855        11405.162      0.545      0.000      0.000    0.00574   12.83776           -4.86785      195.85945         1.111e-04         8.291e+02         7.459e+00 
  1490.300          67.505    -52.680    -70.891            3.782        11408.927      0.545      0.000      0.000    0.00549   12.57162           -4.97904      195.86448         1.161e-04         8.346e+02         7.508e+00 
  1491.300          67.176    -52.712    -70.906            3.709        11412.620      0.545      0.000      0.000    0.00525   12.30508           -5.09367      195.86928         1.214e-04         8.393e+02         7.551e+00 
  1492.300          66.846    -52.744    -70.921            3.636        11416.240      0.545      0.000      0.000    0.00502   12.03837           -5.21185      195.87385         1.269e-04         8.432e+02         7.586e+00 
  1493.300          66.516    -52.774    -70.935            3.562        11419.787      0.545      0.000      0.000    0.00480   11.77176           -5.33374      195.87819         1.327e-04         8.462e+02         7.613e+00 
